tokens,tags,polarities
"('It', '""s""', 'also', 'attached', 'to', 'Angel', '""s""', 'Share', ',', 'which', 'is', 'a', 'cool', ',', 'more', 'romantic', 'bar', '...')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1')"
"('I', 'recommend', 'the', 'jelly', 'fish', ',', 'drunken', 'chicken', 'and', 'the', 'soupy', 'dumplings', ',', 'certainly', 'the', 'stir', 'fry', 'blue', 'crab', '.')","('0', '0', '0', '1', '2', '0', '1', '2', '0', '0', '1', '2', '0', '0', '0', '1', '2', '2', '2', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('delicious', 'simple', 'food', 'in', 'nice', 'outdoor', 'atmosphere', '.')","('0', '0', '1', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '2', '-1')"
"('The', 'service', 'is', 'awful', '--', 'the', 'last', 'time', 'I', 'was', 'there', '-LRB-', 'and', 'I', 'do', 'mean', 'the', 'last', 'time', '-RRB-', 'we', 'were', 'told', 'that', 'they', 'needed', 'our', 'table', 'so', 'we', 'would', 'have', 'to', 'leave', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0')","('-1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('And', 'the', 'staff', 'is', 'also', 'young', ',', 'energeic', 'and', 'hot', '!!!!')","('0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Spreads', 'and', 'toppings', 'are', 'great', '-', 'though', 'a', 'bit', 'pricey', '.')","('1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('But', 'when', 'you', 'are', 'seated', 'the', 'waitresses', 'are', 'great', ',', 'they', 'explain', 'everything', 'on', 'the', 'menu', ',', 'and', 'the', 'price', 'of', 'the', 'food', 'is', 'really', 'cheap', 'for', 'the', 'service', 'you', 'get', '.')","('0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Their', 'sake', 'martini', 'is', 'wonderful', '.')","('0', '1', '2', '0', '0', '0')","('-1', '2', '2', '-1', '-1', '-1')"
"('The', 'first', 'time', 'I', 'went', ',', 'and', 'was', 'completely', 'taken', 'by', 'the', 'live', 'jazz', 'band', 'and', 'atmosphere', ',', 'I', 'ordered', 'the', 'Lobster', 'Cobb', 'Salad', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '2', '0', '1', '0', '0', '0', '0', '1', '2', '2', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Very', 'popular', 'style', 'Izakaya', '-LRB-', 'Sake', 'and', 'small', 'portion', 'of', 'sake-friendly', 'dishes', '-RRB-', '.')","('0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '1', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1')"
"('great', 'eats', ',', 'good', 'times', '.')","('0', '1', '0', '0', '0', '0')","('-1', '2', '-1', '-1', '-1', '-1')"
"('I', 'stumbled', 'upon', 'this', 'second', 'floor', 'walk-up', 'two', 'Fridays', 'ago', 'when', 'I', 'was', 'with', 'two', 'friends', 'in', 'town', 'from', 'L.A.', 'Being', 'serious', 'sushi', 'lovers', ',', 'we', 'sat', 'at', 'the', 'sushi', 'bar', 'to', 'be', 'closer', 'to', 'the', 'action', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Besides', 'having', 'the', 'table', 'we', 'had', 'been', 'promised', 'given', 'to', 'other', 'restaurant', 'patrons', 'twice', 'before', 'we', 'were', 'actually', 'seated', ',', 'we', 'were', 'served', 'dishes', 'we', 'had', '""nt""', 'ordered', 'three', 'times', ',', 'received', 'one', 'of', 'our', 'orders', '20', 'minutes', 'after', 'the', 'rest', 'of', 'the', 'table', 'had', 'been', 'served', '-LRB-', 'and', 'that', 'order', 'was', 'undercooked', '-RRB-', ',', 'and', 'charged', '$', '45', 'more', 'than', 'we', 'should', 'have', 'been', 'on', 'our', 'bill', '.')","('0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'grilled', 'cheese', 'at', 'home', 'afterwards', 'was', 'better', '.', '!!')","('0', '1', '2', '0', '0', '0', '0', '0', '0', '0')","('-1', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'appetizers', 'are', 'just', 'OK', 'and', 'the', 'main', 'courses', 'were', 'decidedly', 'subpar', '.')","('0', '1', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0')","('-1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('When', 'he', 'finally', 'did', ',', 'he', 'was', 'unable', 'to', 'make', 'a', 'gin', 'and', 'tonic', '--', 'could', '""nt""', 'find', 'tonic', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '2', '0', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '1', '-1')"
"('The', 'menu', 'was', 'impressive', 'with', 'selections', 'ranging', 'from', 'a', 'burger', ',', 'to', 'steak', ',', 'to', 'escargot', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '1', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Good', 'bagels', 'and', 'good', 'cream', 'cheese', '.')","('0', '1', '0', '0', '1', '2', '0')","('-1', '-1', '-1', '-1', '2', '2', '-1')"
"('They', 'had', 'scrapped', 'the', 'bottom', 'of', 'the', 'vessel', 'in', 'which', 'they', 'make', 'the', 'rice', '-', 'RESULT', '-', 'WE', 'HAD', 'LARGE', 'CHUNKS', 'OF', 'BURNT', 'RICE', 'IN', 'OUR', 'SERVING', 'BOWL', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'food', 'inludes', 'famous', 'scrumptious', 'bombay', 'style', 'chaat', 'such', 'as', 'bhelpuri', ',', 'sevpuri', 'and', 'samosa', 'chaats', ',', 'as', 'well', 'as', 'other', 'great', 'indian', 'appetizers', '.')","('0', '1', '0', '0', '0', '1', '2', '2', '0', '0', '1', '0', '1', '0', '1', '2', '0', '0', '0', '0', '0', '0', '1', '2', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '-1')"
"('The', 'food', 'is', 'a', 'diamond', 'in', 'rough', '--', 'the', 'food', 'is', 'delicious', 'and', 'homemade', 'with', 'the', 'perfect', 'balance', 'of', 'herbs', 'and', 'tomatoes', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('They', 'smell', 'like', 'they', 'stuff', 'them', 'with', 'old', 'canned', 'vegetables', 'like', 'the', 'spinach', 'mushroom', 'calzone', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '1', '2', '2', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '0', '-1', '-1', '-1', '-1', '-1', '-1')"
"('An', 'oasis', 'of', 'refinement', ':', 'Food', ',', 'though', 'somewhat', 'uneven', ',', 'often', 'reaches', 'the', 'pinnacles', 'of', 'new', 'American', 'fine', 'cuisine', '-', 'chef', '""s""', 'passion', '-LRB-', 'and', 'kitchen', '""s""', 'precise', 'execution', '-RRB-', 'is', 'most', 'evident', 'in', 'the', 'fish', 'dishes', 'and', 'soups', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Their', 'eggplant', 'is', 'so', 'delicate', ',', 'sweet', 'tender', '!')","('0', '1', '0', '0', '0', '0', '0', '0', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Nothing', 'fancy', 'but', 'really', 'good', 'food', 'with', 'pretty', 'reasonable', 'price', '.')","('0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1')"
"('it', '""s""', 'the', 'only', 'place', 'you', 'can', 'get', 'yummy', 'authentic', 'japanese', 'comfort', 'food', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '2', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '2', '-1')"
"('After', 'really', 'enjoying', 'ourselves', 'at', 'the', 'bar', 'we', 'sat', 'down', 'at', 'a', 'table', 'and', 'had', 'dinner', '.')","('0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '1', '-1', '-1', '-1', '-1')"
"('The', 'food', 'was', 'average', 'or', 'above', 'including', 'some', 'surprising', 'tasty', 'dishes', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'environment', 'is', 'romantic', ',', 'but', 'the', 'food', 'is', 'horrible', ',', 'the', 'service', 'is', 'pathetic', ',', 'and', 'gabriella', 'lies', 'about', 'everything', 'she', 'could', '.')","('0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('As', 'soon', 'as', 'my', 'father', 'lifted', 'his', 'pen', 'from', 'the', 'check', 'a', 'chef', 'appeared', 'to', 'usher', 'us', 'out', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1', '-1', '-1')"
"('They', 'did', 'not', 'have', 'mayonnaise', ',', 'forgot', 'our', 'toast', ',', 'left', 'out', 'ingredients', '-LRB-', 'ie', 'cheese', 'in', 'an', 'omelet', '-RRB-', ',', 'below', 'hot', 'temperatures', 'and', 'the', 'bacon', 'was', 'so', 'over', 'cooked', 'it', 'crumbled', 'on', 'the', 'plate', 'when', 'you', 'touched', 'it', '.')","('0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('We', 'are', 'very', 'particular', 'about', 'sushi', 'and', 'were', 'both', 'please', 'with', 'every', 'choice', 'which', 'included', ':', 'ceviche', 'mix', '-LRB-', 'special', '-RRB-', ',', 'crab', 'dumplings', ',', 'assorted', 'sashimi', ',', 'sushi', 'and', 'rolls', ',', 'two', 'types', 'of', 'sake', ',', 'and', 'the', 'banana', 'tempura', '.')","('0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '2', '2', '2', '0', '1', '2', '0', '1', '2', '0', '1', '0', '1', '0', '0', '0', '0', '1', '0', '0', '0', '1', '2', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '2', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Nice', 'ambiance', ',', 'nice', 'little', 'bar', ',', 'good', 'bartender', ',', 'Francois', ',', 'and', 'good', 'service', '.')","('0', '1', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'food', 'is', 'authentic', 'Italian', '-', 'delicious', '!')","('0', '1', '0', '0', '0', '0', '0', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1', '-1')"
"('we', 'did', 'notice', 'however', ',', 'that', 'some', 'tables', 'had', 'what', 'looked', 'like', 'pita', 'instead', 'of', 'naan', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1')"
"('Spice', 'is', 'sleek', ',', 'modern', 'and', 'cool', 'with', 'a', 'menu', 'that', 'will', 'not', 'hurt', 'your', 'wallet', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('I', 'would', '""nt""', 'even', 'have', 'complained', 'at', 'all', 'if', 'the', 'food', 'at', 'least', 'tasted', 'good', 'but', 'the', 'quality', 'of', 'food', 'was', 'crappy', ',', 'too', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '1', '2', '2', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', '""""', 'kamasutra', '""""', 'and', '`', 'bombay', 'cosmopolitan', '""""', 'are', 'excellent', 'and', 'will', 'have', 'you', 'tipsy', 'in', 'no', 'time', '.')","('0', '0', '1', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Price', 'no', 'more', 'than', 'a', 'Jersey', 'deli', 'but', 'way', 'better', '.')","('1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('If', 'I', 'could', 'rate', 'the', 'people', 'this', 'place', 'would', 'be', 'off', 'the', 'charts', '-', 'unfortunately', '-', 'the', 'pizza', ',', 'sorry', '-', 'not', 'the', 'best', 'in', 'NYC', '.')","('0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Even', 'the', 'pasta', 'is', 'delicious', 'here', '-LRB-', 'a', 'rarity', 'in', 'New', 'York', 'pizza', 'restaurants', '-RRB-', '.')","('0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('If', 'you', 'are', 'in', 'a', 'big', 'group', ',', 'this', 'place', 'is', 'perfect', 'because', 'it', 'recomends', 'sharing', '-', 'they', 'have', 'lazy', 'susans', 'on', 'most', 'tables', '-', 'even', 'families', 'can', 'feel', 'comfortable', 'here', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'food', 'is', 'consistently', 'wonderful', '-', 'I', '""ve""', 'been', 'coming', 'here', 'for', 'years', ',', 'and', 'the', 'owner', 'has', 'always', 'been', 'accomodating', 'and', 'friendly', '.')","('0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('They', 'did', '""nt""', 'give', 'us', 'the', 'dinner', 'special', 'until', 'we', 'asked', 'for', 'it', '.')","('0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '0', '0', '-1', '-1', '-1', '-1', '-1', '-1')"
"('The', 'food', 'was', 'amazing', ',', 'and', 'the', 'service', 'was', 'prompt', 'and', 'helpful', ',', 'but', 'not', 'over-bearing', 'or', 'rushed', '.')","('0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('I', 'have', 'enjoyed', 'everything', 'I', 'have', 'ever', 'gotten', 'and', 'the', 'fish', 'is', 'so', 'fresh', 'and', 'always', 'prepared', 'in', 'a', 'great', 'way', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('I', 'must', 'warn', 'the', 'reader', 'that', 'the', 'portions', 'sizes', 'are', 'very', 'small', '-LRB-', 'especially', 'the', 'appetizers', '-RRB-', ',', 'so', 'if', 'you', 'plan', 'to', 'eat', 'until', 'you', 'are', 'full', 'and', 'do', 'not', 'intend', 'to', 'order', 'the', 'chef', '""s""', 'special', 'tasting', 'menu', ',', 'prepare', 'to', 'order', 'and', 'pay', 'for', 'an', 'appetizer', '-LRB-', '1', 'dish', 'for', 'each', 'person', 'because', 'the', 'portions', 'are', 'not', 'for', 'sharing', '-RRB-', ',', 'a', 'main', 'entree', ',', 'and', 'the', 'cold', 'udon', 'at', 'the', 'end', 'of', 'the', 'meal', '.')","('0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '2', '0', '0', '0', '1', '2', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Always', 'popular', ',', 'always', 'full', ',', 'always', 'a', 'wait', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1')"
"('Great', 'food', ',', 'great', 'decor', ',', 'great', 'service', '.')","('0', '1', '0', '0', '1', '0', '0', '1', '0')","('-1', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('A', 'large', 'is', '$', '20', ',', 'and', 'toppings', 'are', 'about', '$', '3', 'each', '.')","('0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('I', 'had', 'the', 'tuna', 'tartare', 'with', 'sake', ',', 'mushroom', 'ravioli', 'with', 'pinot', 'noir', ',', 'and', 'the', 'chocolate', 'sampler', 'with', 'a', 'dessert', 'wine', 'for', '$', '49', '.')","('0', '0', '0', '1', '2', '0', '1', '0', '1', '2', '0', '1', '2', '0', '0', '0', '1', '2', '0', '0', '1', '2', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '2', '2', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('Pizza', '-', 'the', 'only', 'pizza', 'in', 'NYC', 'that', 'should', 'not', 'have', 'additional', 'toppings', '-', 'the', 'crust', 'tastes', 'like', 'the', 'best', ',', 'freshly', 'baked', 'bread', '!')","('1', '0', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '0', '0', '0', '0', '0', '0', '1', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
"('During', 'the', 'course', 'of', 'the', 'past', '3', 'months', ',', 'the', 'chef', 'and', 'staff', 'changed', 'and', 'it', 'was', 'not', 'for', 'the', 'better', '.')","('0', '0', '0', '0', '0', '0', '0', '0', '0', '0', '1', '0', '1', '0', '0', '0', '0', '0', '0', '0', '0', '0')","('-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '0', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1')"
